,condition,created_at,id,max_quantity,merchant_return_insurance,min_quantity,name,price,rush_delivery,sku_id,state,stock,weight,category_url,rating_average_rate,rating_user_count,sla_type,sla_value,specs_brand,stats_interest_count,stats_sold_count,stats_view_count,stats_waiting_payment_count,store_address_city,store_address_province,store_brand_seller,store_delivery_time,store_id,store_description,store_level_name,store_name,store_premium_level,store_premium_top_seller,store_rejection_recent_transactions,store_rejection_rejected,store_reviews_negative,store_reviews_positive,store_sla_type,store_sla_value,store_subscriber_amount,store_url,warranty_cheapest,deal_applied_date,deal_discount_price,deal_expired_date,deal_original_price,deal_percentage,url,timestamp
64,Baru,2021-03-31 03:02:04.000000,4ecf8x4,2147483647,False,1,Wardah Lightening Night Cream 30GR BESAR,70700,False,9635989339,available,554,45,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,200,,0,,1,16621,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/4ecf8x4-jual-wardah-lightening-night-cream-30gr-besar,2021-12-27 17:35:38.413312
65,Baru,2021-03-02 07:22:53.000000,4clk9z4,2147483647,False,1,DIST. RESMI KAB. SUKOHARJO MASKER KOMEDO BY ACONESKIN MASKER GELATIN,5000,False,9528303916,available,383,20,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,206,,0,,8,16453,0,7.0,Sukoharjo,Jawa Tengah,False,1-2 hari,539824641,,Good Seller,Pusat Grosir Masker Organik,platinum,False,72,9,14,8031,normal,2,36,https://www.bukalapak.com/u/fayya_beauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4clk9z4-jual-dist-resmi-kab-sukoharjo-masker-komedo-by-aconeskin-masker-gelatin,2021-12-27 17:35:38.413312
66,Baru,2020-11-29 10:01:05.000000,40yhrmn,2147483647,False,1,Exclusive Launch Wardah Lightening Day Cream Advanced Niacinamide 30 g,35200,False,8815164852,available,1,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,259,,0,,26,16281,0,11.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,2021-10-31 17:00:00.000000,35200,2021-12-31 16:59:59.000000,44000,20,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/40yhrmn-jual-exclusive-launch-wardah-lightening-day-cream-advanced-niacinamide-30-g,2021-12-27 17:35:38.413312
67,Baru,2021-03-31 03:03:48.000000,4ecfcnd,2147483647,False,1,Garnier Micellar Water 125m Sedang,24990,False,9635994262,available,165,1000,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,199,,0,,0,15673,0,1.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/4ecfcnd-jual-garnier-micellar-water-125m-sedang,2021-12-27 17:35:38.413312
68,Baru,2021-03-31 03:01:39.000000,4ecf82s,2147483647,False,1,Vaseline Repairing Jelly 50ml,41700,False,9635988256,available,1033,70,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,5.0,197,,0,,1,15641,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/4ecf82s-jual-vaseline-repairing-jelly-50ml,2021-12-27 17:35:38.413312
69,Baru,2020-11-29 10:01:20.000000,40yhsgi,2147483647,False,1,Wardah Acnederm Night Treatment Moisturizer 40 ml,19564,False,8815165927,available,8,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,214,,0,,15,15121,0,4.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,2021-11-30 17:00:00.000000,24455,2021-12-31 16:59:59.000000,33500,27,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/40yhsgi-jual-wardah-acnederm-night-treatment-moisturizer-40-ml,2021-12-27 17:35:38.413312
70,Baru,2020-11-29 10:01:17.000000,40yhs9k,2147483647,False,1,Wardah C-Defense Serum 17 ml,66000,False,8815165677,available,1,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,240,,0,,23,14991,0,17.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/40yhs9k-jual-wardah-c-defense-serum-17-ml,2021-12-27 17:35:38.413312
71,Baru,2020-11-29 10:01:05.000000,40yhrle,2147483647,False,1,Wardah Acnederm Day Moisturizer 40 ml,19564,False,8815164807,available,6,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,214,,0,,18,14628,0,2.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,2021-11-30 17:00:00.000000,24455,2021-12-31 16:59:59.000000,33500,27,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/40yhrle-jual-wardah-acnederm-day-moisturizer-40-ml,2021-12-27 17:35:38.413312
72,Baru,2021-03-23 10:01:47.000000,4e43yk4,2147483647,False,1,COD READY STOCK HELLONOONA BY SELLA NOVIKA 25GR ORGANIC FACE & BODY MASK,3000,False,9621455743,available,9031,50,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,198,,0,,0,14473,0,0.0,Tangerang,Banten,False,19 jam,544677251,,Good Seller,Cateline Beauty,platinum,True,53,3,7,5073,normal,2,5,https://www.bukalapak.com/u/catelinebeauty,False,2021-12-26 17:00:00.000000,3000,2031-12-24 17:00:00.000000,3120,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4e43yk4-jual-cod-ready-stock-hellonoona-by-sella-novika-25gr-organic-face-body-mask,2021-12-27 17:35:38.413312
73,Baru,2020-11-02 13:21:20.000000,3wx1lzl,2147483647,False,1,Suncare cream THERASKIN SUNCARE,14400,False,8567280841,available,9312,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,1,,0,,0,14394,0,0.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3wx1lzl-jual-suncare-cream-theraskin-suncare,2021-12-27 17:35:38.413312
74,Baru,2021-04-06 09:17:04.000000,4eicaq7,2147483647,False,1,GROSIR POUPEEPOU MASK MASKER POUPEEPOU 25GR JAKARTA HOBIMASKERAN,6000,False,9646322623,available,62,500,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,200,,0,,2,14004,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,74113314,,Good Seller,Hobimaskeran,platinum,False,14,5,6,7043,normal,2,3,https://www.bukalapak.com/u/velatershop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4eicaq7-jual-grosir-poupeepou-mask-masker-poupeepou-25gr-jakarta-hobimaskeran,2021-12-27 17:35:38.413312
75,Baru,2021-04-06 09:17:11.000000,4eicaxm,2147483647,False,1,MASKER LOUPAALOUPII 25gr MASKER ORGANIK LOUPAA,6000,False,9646322893,available,243,500,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,139,,0,,1,13955,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,74113314,,Good Seller,Hobimaskeran,platinum,False,14,5,6,7043,normal,2,3,https://www.bukalapak.com/u/velatershop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4eicaxm-jual-masker-loupaaloupii-25gr-masker-organik-loupaa,2021-12-27 17:35:38.413312
76,Baru,2020-11-26 08:24:39.000000,40gyf7i,2147483647,False,1,PAPYDU SERUM WHITENING GOLD HANASUI - JAYA MANDIRI ORIGINAL,18600,False,8785439189,available,196,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,226,,0,,16,13877,0,2.0,Jakarta Barat,DKI Jakarta,False,17 jam,528373224,"Selamat Datang Di Toko LADY STAR STORE

DISINI KAMI HANYA MENJUAL PRODUK ASLI YAAA 
UNTUK BARANG MUDAH PECAH WAJIB BELI BUBBLE WARP DAN DUS YAA UNTUK MEMINIMALKAN KERUSAKAN 

SELAMAT BERBELANJA TERIMA KASIH",Recommended Seller,LADY STYLE,platinum,True,100,0,3,13787,normal,2,18,https://www.bukalapak.com/u/ladystar88,False,2021-10-21 17:00:00.000000,18600,2022-12-31 16:59:59.000000,20000,7,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/40gyf7i-jual-papydu-serum-whitening-gold-hanasui-jaya-mandiri-original,2021-12-27 17:35:38.413312
77,Baru,2021-11-02 05:15:26.000000,4gqd96g,2147483647,False,1,JAKARTA BPOM AIR LEMON ROSE GREENTEA JICAMA FACE WATER 100 ORGANIK 100ML MAWAR BY LEA GLORIA,9900,False,9799595761,available,45,500,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,0,13873,0,0.0,Jakarta Barat,DKI Jakarta,False,21 jam,577044671,,Recommended Seller,WSlittlestore,platinum,True,40,0,3,12936,normal,2,1,https://www.bukalapak.com/u/wslittlestore_413723,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4gqd96g-jual-jakarta-bpom-air-lemon-rose-greentea-jicama-face-water-100-organik-100ml-mawar-by-lea-gloria,2021-12-27 17:35:38.413312
78,Baru,2016-03-13 00:43:11.000000,13r6zl,2147483647,False,1,Masker Telur ISI 2pcs,105000,False,70080416,available,997,80,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,5.0,6,,0,,82,13534,0,-14367.0,Kab. Tegal,Jawa Tengah,False,1-2 hari,4540600,"Toko kami menjual berbagai kebutuhan sehari-hari dengan pelayanan ramah, qualitas bagus dan respon cepat.",Good Seller,Permai Mahkota,platinum,False,100,7,14,7193,normal,2,44,https://www.bukalapak.com/u/permai_mahkota,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/13r6zl-jual-masker-telur-isi-2pcs,2021-12-27 17:35:38.413312
79,Baru,2021-04-06 09:15:39.000000,4eic84v,2147483647,False,1,BELI 5 gratis 1 MASKER HUPPIES ZIPLOCK FACE MASK HUPPIES HOBIMASKERAN,4500,False,9646319128,available,2630,25,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,0,12997,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,74113314,,Good Seller,Hobimaskeran,platinum,False,14,5,6,7043,normal,2,3,https://www.bukalapak.com/u/velatershop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4eic84v-jual-beli-5-gratis-1-masker-huppies-ziplock-face-mask-huppies-hobimaskeran,2021-12-27 17:35:38.413312
80,Baru,2016-11-18 23:36:43.000000,4pavv8,2147483647,False,1,Masker Naturgo BPOM Hanasui,25000,False,240921233,available,935,16,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.8,1016,custom,5,Merek lainnya,1366,12637,0,0.0,Kab. Bogor,Jawa Barat,False,2-3 hari,9430315,"Marhaban Ya Ramadhan, silahkan langsung order, InsyaAllah semuanya ready, salam berkah untuk kita semua :)",Recommended Seller,Glory Grosir,platinum,True,100,1,1,31456,normal,2,2057,https://www.bukalapak.com/u/3glory,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4pavv8-jual-masker-naturgo-bpom-hanasui,2021-12-27 17:35:38.413312
81,Baru,2021-03-31 03:02:01.000000,4ecf8s7,2147483647,False,1,Kemasan Baru Wardah Lightening Face Toner 125ml,42700,False,9635989162,available,750,140,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,198,,0,,0,12602,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/4ecf8s7-jual-kemasan-baru-wardah-lightening-face-toner-125ml,2021-12-27 17:35:38.413312
82,Baru,2020-11-29 10:01:17.000000,40yhs8v,2147483647,False,1,Wardah C-Defense Face Mist 55 ml,27360,False,8815165652,available,6,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,229,,0,,13,12516,0,15.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,2021-10-31 17:00:00.000000,34200,2021-12-31 16:59:59.000000,38000,10,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/40yhs8v-jual-wardah-c-defense-face-mist-55-ml,2021-12-27 17:35:38.413312
83,Baru,2020-11-18 03:17:32.000000,3z7g3wx,2147483647,False,1,Evershine Moringa Refresh Toner Essence,157000,False,8707685729,available,500,200,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,172,,0,everShine,0,12214,0,0.0,Jakarta Barat,DKI Jakarta,True,17 jam,525228586,"Evershine Official Bukalapak adalah Akun Resmi dari CV. Evershine Global 
everShine adalah brand skincare yang menggunakan bahan bahan alami salah satu nya adalah tumbuhan moringa ( kelor ) yang sangat baik untuk kesehatan kulit wajah yang bertahan lama. cantik itu adalah SEHAT bukan sekedar putih.",Juragan,Evershine,platinum,True,35,1,1,2906,normal,2,18,https://www.bukalapak.com/u/evershineofficial,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/3z7g3wx-jual-evershine-moringa-refresh-toner-essence,2021-12-27 17:35:38.413312
84,Baru,2021-03-31 03:02:36.000000,4ecf9wy,2147483647,False,1,Wardah White Secret Day Cream 30gr,151700,False,9635990686,available,1018,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,5.0,200,,0,,1,12072,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/4ecf9wy-jual-wardah-white-secret-day-cream-30gr,2021-12-27 17:35:38.413312
85,Baru,2020-11-29 10:00:56.000000,40yhr4l,2147483647,False,1,Wardah Nature Daily Sheet Mask Vitamin C,12692,False,8815164207,available,12,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,33,,0,,6,11978,0,7.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,2021-10-31 17:00:00.000000,15865,2021-12-31 16:59:59.000000,16700,5,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/40yhr4l-jual-wardah-nature-daily-sheet-mask-vitamin-c,2021-12-27 17:35:38.413312
86,Baru,2021-03-31 03:02:44.000000,4ecfa8a,2147483647,False,1,Hanasui Naturgo Original - Naturgo BPOM sachet,3700,False,9635991094,available,24300,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,199,,0,,0,11886,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4ecfa8a-jual-hanasui-naturgo-original-naturgo-bpom-sachet,2021-12-27 17:35:38.413312
87,Baru,2020-11-29 10:00:54.000000,40yhr0u,2147483647,False,1,Wardah C-Defense Energizing Creamy Wash 100 ml,26350,False,8815164062,available,5,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,5.0,242,,0,,8,11827,0,15.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,2021-10-31 17:00:00.000000,26350,2021-12-31 16:59:59.000000,31000,15,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/40yhr0u-jual-wardah-c-defense-energizing-creamy-wash-100-ml,2021-12-27 17:35:38.413312
88,Baru,2021-03-02 07:22:56.000000,4clka6m,2147483647,False,1,DIST. RESMI KAB. SKH ACONESKIN MASKER ORGANIK PETALS MASKER PETALS,6000,False,9528304198,available,5127,20,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,201,,0,,4,11649,0,0.0,Sukoharjo,Jawa Tengah,False,1-2 hari,539824641,,Good Seller,Pusat Grosir Masker Organik,platinum,False,72,9,14,8031,normal,2,36,https://www.bukalapak.com/u/fayya_beauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4clka6m-jual-dist-resmi-kab-skh-aconeskin-masker-organik-petals-masker-petals,2021-12-27 17:35:38.413312
89,Baru,2021-02-19 08:44:19.000000,4bpjr9m,2147483647,False,1,NA Alat Pencetan Jerawat Alat Facial Alat Pencet Komedo Jerawat Pembersih Komedo & Jerawat,2020,False,9473710960,available,3910,14,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,64,,0,Merek lainnya,6,11344,0,4.0,Bogor,Jawa Barat,False,22 jam,538507246,Online Senin - Sabtu (10.00 - 19.00),Recommended Seller,Niaga Anyar Online Store,platinum,True,100,0,11,23159,normal,2,102,https://www.bukalapak.com/u/niagaanyaros,False,2021-12-26 17:00:00.000000,2020,2031-12-24 17:00:00.000000,2101,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4bpjr9m-jual-na-alat-pencetan-jerawat-alat-facial-alat-pencet-komedo-jerawat-pembersih-komedo-jerawat,2021-12-27 17:35:38.413312
90,Baru,2016-11-04 08:42:33.000000,48gw7z,2147483647,False,1,[ HANASUI NATURGO ] Masker Naturgo BPOM Hanasui,1500,False,216821588,available,924,15,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.7,155,,0,Jafra,160,11067,0,38.0,Surabaya,Jawa Timur,False,16 jam,2335222,A fresh approach to shopping,Recommended Seller,Lemonade,platinum,True,100,0,327,27202,normal,2,2032,https://www.bukalapak.com/u/foy,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/48gw7z-jual-hanasui-naturgo-masker-naturgo-bpom-hanasui,2021-12-27 17:35:38.413312
91,Baru,2020-12-28 07:38:50.000000,45emcg8,2147483647,False,1,Eye Mask Beo Tua Masker Mata Korea Untuk Mata Panda,1999,False,9086901731,available,3862,25,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.8,201,,0,Beotua,1,10956,0,13.0,Semarang,Jawa Tengah,False,1-2 hari,4683574,"~&gt; Kami Merupakan Produsen Jilbab Instant Berskala Nasional dg Kualitas Tinggi 

~&gt; Dibuat dg Bahan IMPORT bukan LOKALsehingga Nyaman untuk Dikenakan 

~&gt; kritik dan saran sangat berguna unt kami agr lbh baik.

 ~&gt; unt tny2 stok atau brang sebaiknya pd jam kerja supaya hasilnya maksimal.",Recommended Seller,Pabrik Hijab Semarang,platinum,True,83,5,5,10840,normal,2,24,https://www.bukalapak.com/u/al_azazi,False,2021-01-27 17:00:00.000000,1999,2022-09-30 16:59:59.000000,4000,50,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/45emcg8-jual-eye-mask-beo-tua-masker-mata-korea-untuk-mata-panda,2021-12-27 17:35:38.413312
92,Baru,2020-12-15 06:27:26.000000,43gj2gl,2147483647,False,1,theraskin acne toner THERASKIN TONER ACNE,17300,False,8967768866,available,367,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,111,,0,,0,10707,0,0.0,Tangerang,Banten,False,1-2 hari,17533991,Distributor produk-produk kecantikan.,Recommended Seller,Toko Cantik,platinum,False,100,11,6,12029,normal,2,31,https://www.bukalapak.com/u/distributorcantik,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/43gj2gl-jual-theraskin-acne-toner-theraskin-toner-acne,2021-12-27 17:35:38.413312
93,Baru,2020-11-29 10:00:57.000000,40yhr6j,2147483647,False,1,Wardah Lightening Day Cream Advanced Niacinamide 20 mL,22800,False,8815164272,available,8,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,231,,0,,16,10550,0,15.0,Jakarta Pusat,DKI Jakarta,True,15 jam,334879351,"Wardah Official Adalah Akun Resmi Wardah di Platform Bukalapak. Wardah Adalah Lokal Brand Kosmetik Ternama di Indonesia. Produk Wardah Mengandung Bahan Baku yang Aman dan Halal, Diciptakan Untuk Kenyamanan dalam Meggunakannya.",Recommended Seller,Wardah,platinum,True,100,0,42,33799,normal,2,4319,https://www.bukalapak.com/u/wardahofficialshop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/40yhr6j-jual-wardah-lightening-day-cream-advanced-niacinamide-20-ml,2021-12-27 17:35:38.413312
94,Baru,2018-07-06 00:28:26.000000,k3jehr,2147483647,False,10,MASKER SPIRULINA MASKER JERAWAT FREE KUAS CANTIK,199,False,1213119205,available,4753,1,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.7,34,normal,2,Merek lainnya,89,10500,0,0.0,Karawang,Jawa Barat,False,19 jam,12197157,Silahkan diorder.. Semua ready dan siap kirim Transaksi hanya via olshop bukalapak.,Juragan,Pomade day_Store,platinum,True,100,1,38,4551,normal,2,369,https://www.bukalapak.com/u/irfan_91,False,2021-12-01 17:00:00.000000,199,2021-12-31 16:59:59.000000,300,34,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/k3jehr-jual-masker-spirulina-masker-jerawat-free-kuas-cantik,2021-12-27 17:35:38.413312
95,Baru,2020-12-11 04:23:33.000000,42tujj3,2147483647,False,1,Masker Wajah Organik Face Mask,5000,False,8929398121,available,109,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,51,,0,,0,10411,0,0.0,Jakarta Pusat,DKI Jakarta,False,1-2 hari,19453159,"Hanya menjual Barang ORIGINAL, terima kasih untuk tidak bertanya lagi ^_^",Good Seller,yellowjelly,platinum,True,100,14,35,6937,normal,2,39,https://www.bukalapak.com/u/yellowjelly,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/42tujj3-jual-masker-wajah-organik-face-mask,2021-12-27 17:35:38.413312
