,condition,created_at,id,max_quantity,merchant_return_insurance,min_quantity,name,price,rush_delivery,sku_id,state,stock,weight,category_url,rating_average_rate,rating_user_count,sla_type,sla_value,specs_brand,stats_interest_count,stats_sold_count,stats_view_count,stats_waiting_payment_count,store_address_city,store_address_province,store_brand_seller,store_delivery_time,store_id,store_description,store_level_name,store_name,store_premium_level,store_premium_top_seller,store_rejection_recent_transactions,store_rejection_rejected,store_reviews_negative,store_reviews_positive,store_sla_type,store_sla_value,store_subscriber_amount,store_url,warranty_cheapest,deal_applied_date,deal_discount_price,deal_expired_date,deal_original_price,deal_percentage,url,timestamp
0,Baru,2020-10-14 12:03:11.000000,3uhp1lo,2147483647,False,1,Nature Republic shooting & Moisture ALOE VERA gel - Masker muka wajah - masker kulit - pencerahan wajah Glossy - wajah kulit Glowing,99900,False,8418781771,available,9459692,300,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.5,15,normal,2,,66,365877,0,6.0,Kab. Tangerang,Banten,False,1-2 hari,354085936,"BISMILLAH,, HARGA MURAH BARANG ORIGINAL 100%!!! ~ Note - All Item READY STOCK !!! - Budayakan membaca sebelum membeli. - Buka Senin - jum'at 08.00-16.00. Diluar hari itu LIBUR, tanggal Merah LIBUR!! Orderan sudah diverifikasi Bukalapak? Langsung bungkus !!! - Menerima Dropship ( Insha Alloh aman terpercaya)",Recommended Seller,Portal Grosir Herbal,platinum,True,100,0,0,17384,normal,2,1555,https://www.bukalapak.com/u/portal_grosir_herbal,False,2021-12-26 17:00:00.000000,99900,2031-12-24 17:00:00.000000,103896,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3uhp1lo-jual-nature-republic-shooting-moisture-aloe-vera-gel-masker-muka-wajah-masker-kulit-pencerahan-wajah-glossy-wajah-kulit-glowing,2021-12-27 17:35:38.413312
1,Baru,2021-02-19 08:30:13.000000,4bpipev,2147483647,False,1,Jual 20 Free 3 5gr Face Organic Mask Masker Organik Full Varian by Kostec,1200,False,9473660656,available,94372,7,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,212,,0,,36,248002,0,3.0,Ciamis,Jawa Barat,False,1-2 hari,538478301,,Juragan,Kostec,platinum,False,18,1,1,1951,normal,2,10,https://www.bukalapak.com/u/kostec,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4bpipev-jual-jual-20-free-3-5gr-face-organic-mask-masker-organik-full-varian-by-kostec,2021-12-27 17:35:38.413312
2,Baru,2021-11-22 07:16:19.000000,4gtmgzm,2147483647,False,1,MANGKUK MASKER SET MANGKOK MASKER SET TERMURAH 100,25900,False,9807556258,available,260,200,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,1,217360,0,0.0,Jakarta Barat,DKI Jakarta,False,3-4 hari,562273295,Selamat datang di  toko TOKO 99KHOME kami menjual berbagai macam kebutuhan rumah tangga anda dengan harga yang bersahabat dan kwalitas prdouk yang bagus barang selalu ready ya gan sis selamat berbelanja gan/sis heppy shopping:),Recommended Seller,Toko 99KHome,platinum,False,2,1,0,11674,normal,2,0,https://www.bukalapak.com/u/toko_99khome_589470,False,2021-12-26 17:00:00.000000,25900,2031-12-24 17:00:00.000000,26936,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4gtmgzm-jual-mangkuk-masker-set-mangkok-masker-set-termurah-100,2021-12-27 17:35:38.413312
3,Baru,2020-10-14 11:47:26.000000,3uhnotk,2147483647,False,1,Masker wajah - masker Spirulina - Masker spriluna - Organic Natural - Masker muka wajah - masker kulit - pencerahan wajah Glossy - wajah kulit Glowing,89100,False,8418718031,available,9623202,20,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,42,normal,2,,49,202367,0,2.0,Kab. Tangerang,Banten,False,1-2 hari,354085936,"BISMILLAH,, HARGA MURAH BARANG ORIGINAL 100%!!! ~ Note - All Item READY STOCK !!! - Budayakan membaca sebelum membeli. - Buka Senin - jum'at 08.00-16.00. Diluar hari itu LIBUR, tanggal Merah LIBUR!! Orderan sudah diverifikasi Bukalapak? Langsung bungkus !!! - Menerima Dropship ( Insha Alloh aman terpercaya)",Recommended Seller,Portal Grosir Herbal,platinum,True,100,0,0,17384,normal,2,1555,https://www.bukalapak.com/u/portal_grosir_herbal,False,2021-12-26 17:00:00.000000,89100,2031-12-24 17:00:00.000000,92664,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3uhnotk-jual-masker-wajah-masker-spirulina-masker-spriluna-organic-natural-masker-muka-wajah-masker-kulit-pencerahan-wajah-glossy-wajah-kulit-glowing,2021-12-27 17:35:38.413312
4,Baru,2020-10-14 11:44:31.000000,3uhng9d,2147483647,False,1,Masker wajah - masker Spirulina - Masker spriluna - Organic Natural herbal - Masker muka wajah - masker kulit - masker pencerahan wajah Glowing,89100,False,8418706736,available,999999,20,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,13,normal,2,,37,202201,0,0.0,Kab. Tangerang,Banten,False,1-2 hari,354085936,"BISMILLAH,, HARGA MURAH BARANG ORIGINAL 100%!!! ~ Note - All Item READY STOCK !!! - Budayakan membaca sebelum membeli. - Buka Senin - jum'at 08.00-16.00. Diluar hari itu LIBUR, tanggal Merah LIBUR!! Orderan sudah diverifikasi Bukalapak? Langsung bungkus !!! - Menerima Dropship ( Insha Alloh aman terpercaya)",Recommended Seller,Portal Grosir Herbal,platinum,True,100,0,0,17384,normal,2,1555,https://www.bukalapak.com/u/portal_grosir_herbal,False,2021-12-26 17:00:00.000000,89100,2031-12-24 17:00:00.000000,92664,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3uhng9d-jual-masker-wajah-masker-spirulina-masker-spriluna-organic-natural-herbal-masker-muka-wajah-masker-kulit-masker-pencerahan-wajah-glowing,2021-12-27 17:35:38.413312
5,Baru,2020-10-14 12:05:00.000000,3uhp7b8,2147483647,False,1,Nature Republic shooting & Moisture ALOE VERA ASLI - ekstrak Lidah buaya gel masker - ALOE VERA ORIGINAL ALOEVERA,99900,False,8418789526,available,9623457,300,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,30,normal,2,,28,202111,0,4.0,Kab. Tangerang,Banten,False,1-2 hari,354085936,"BISMILLAH,, HARGA MURAH BARANG ORIGINAL 100%!!! ~ Note - All Item READY STOCK !!! - Budayakan membaca sebelum membeli. - Buka Senin - jum'at 08.00-16.00. Diluar hari itu LIBUR, tanggal Merah LIBUR!! Orderan sudah diverifikasi Bukalapak? Langsung bungkus !!! - Menerima Dropship ( Insha Alloh aman terpercaya)",Recommended Seller,Portal Grosir Herbal,platinum,True,100,0,0,17384,normal,2,1555,https://www.bukalapak.com/u/portal_grosir_herbal,False,2021-12-26 17:00:00.000000,99900,2031-12-24 17:00:00.000000,103896,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3uhp7b8-jual-nature-republic-shooting-moisture-aloe-vera-asli-ekstrak-lidah-buaya-gel-masker-aloe-vera-original-aloevera,2021-12-27 17:35:38.413312
6,Baru,2020-12-28 07:38:49.000000,45emcek,2147483647,False,1,ROREC HCHANA Nature Republic Face Mask Sheet Korea Masker Pemutih Wajah,2850,False,9086901676,available,59405,25,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,222,,0,ROREC,34,118077,0,41.0,Semarang,Jawa Tengah,False,1-2 hari,4683574,"~&gt; Kami Merupakan Produsen Jilbab Instant Berskala Nasional dg Kualitas Tinggi 

~&gt; Dibuat dg Bahan IMPORT bukan LOKALsehingga Nyaman untuk Dikenakan 

~&gt; kritik dan saran sangat berguna unt kami agr lbh baik.

 ~&gt; unt tny2 stok atau brang sebaiknya pd jam kerja supaya hasilnya maksimal.",Recommended Seller,Pabrik Hijab Semarang,platinum,True,83,5,5,10840,normal,2,24,https://www.bukalapak.com/u/al_azazi,False,2021-01-03 17:00:00.000000,2850,2022-01-31 16:59:59.000000,4000,29,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/45emcek-jual-rorec-hchana-nature-republic-face-mask-sheet-korea-masker-pemutih-wajah,2021-12-27 17:35:38.413312
7,Baru,2021-11-02 05:16:33.000000,4gqd9zp,2147483647,False,1,BPOM BY LEA GLORIA MASKER WAJAH BUBUK ORIGINAL 20 GRAM FACE MASK ORI,3499,False,9799597078,available,615,500,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,200,,0,,2,88972,0,0.0,Jakarta Barat,DKI Jakarta,False,21 jam,577044671,,Recommended Seller,WSlittlestore,platinum,True,40,0,3,12936,normal,2,1,https://www.bukalapak.com/u/wslittlestore_413723,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4gqd9zp-jual-bpom-by-lea-gloria-masker-wajah-bubuk-original-20-gram-face-mask-ori,2021-12-27 17:35:38.413312
8,Baru,2021-02-19 08:44:08.000000,4bpjqgy,2147483647,False,1,NA Spatula Masker Sendok Masker Spatula Masker Warna,175,False,9473709811,available,39159,5,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,203,,0,Merek lainnya,2,74426,0,200.0,Bogor,Jawa Barat,False,22 jam,538507246,Online Senin - Sabtu (10.00 - 19.00),Recommended Seller,Niaga Anyar Online Store,platinum,True,100,0,11,23159,normal,2,102,https://www.bukalapak.com/u/niagaanyaros,False,2021-11-01 17:00:00.000000,175,2023-08-13 16:59:59.000000,1007,83,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/4bpjqgy-jual-na-spatula-masker-sendok-masker-spatula-masker-warna,2021-12-27 17:35:38.413312
9,Baru,2021-03-31 03:01:43.000000,4ecf86m,2147483647,False,1,Emina Sun Protection 60 ml,46700,False,9635988388,available,823,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,1,73070,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4ecf86m-jual-emina-sun-protection-60-ml,2021-12-27 17:35:38.413312
10,Baru,2021-04-22 11:10:23.000000,4exkssd,2147483647,False,1,NATURE REPUBLIC Aloe Vera 92 Soothing Gel 300ml,88000,False,9672989221,available,86,600,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,226,,0,,20,65669,0,14.0,Jakarta Pusat,DKI Jakarta,True,1-2 hari,50354142,"OFFICIAL ACCOUNT RESMI NATURE REPUBLIC
Jam Operasional Senin-Jumat 09.00-18.00 
Pengiriman H+1 (tidak berlaku di hari libur)
Resi H+1 setelah pengiriman",Good Seller,Nature Republic,platinum,True,100,7,28,8803,normal,2,2030,https://www.bukalapak.com/u/nristore,False,2021-12-05 17:00:00.000000,88000,2022-12-31 16:59:59.000000,98000,10,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4exkssd-jual-nature-republic-aloe-vera-92-soothing-gel-300ml,2021-12-27 17:35:38.413312
11,Baru,2021-01-13 09:53:39.000000,47sze5s,2147483647,False,1,NATURGO ORIGINAL,1450,False,9233481266,available,62945,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,23,,0,,1,63650,0,0.0,Tangerang,Banten,False,1-2 hari,9948112,"""OPEN""
Retail - Grosir Beauty Product

Open Senin - Jumat 09.00 - 17.00
Open Sabtu 09.00 - 13.00",Juragan,shinshopp,platinum,False,100,35,375,3512,normal,2,95,https://www.bukalapak.com/u/shinshopp,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/47sze5s-jual-naturgo-original,2021-12-27 17:35:38.413312
12,Baru,2021-05-07 00:36:47.000000,4faozts,2147483647,False,1,MASKER SLEEPOVER MASKER ORGANIK SLEEPOVER HOBIMASKERAN,6000,False,9695627152,available,1127,25,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,2,63199,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,74113314,,Good Seller,Hobimaskeran,platinum,False,14,5,6,7043,normal,2,3,https://www.bukalapak.com/u/velatershop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4faozts-jual-masker-sleepover-masker-organik-sleepover-hobimaskeran,2021-12-27 17:35:38.413312
13,Baru,2020-11-02 13:18:26.000000,3wx1al6,2147483647,False,1,THERASKIN SUNCARE WITH BRIGHTENER-SUNCARE PINK SPF 30,17400,False,8567265996,available,4396,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,11,,0,,5,62080,0,8.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3wx1al6-jual-theraskin-suncare-with-brightener-suncare-pink-spf-30,2021-12-27 17:35:38.413312
14,Baru,2018-05-08 02:30:06.000000,ibu7vh,2147483647,False,10,MASKER SPIRULINA MASKER JERAWAT HARGA GROSIRAN,199,False,1104624026,available,25004,1,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.7,347,normal,2,Merek lainnya,763,60727,0,250.0,Karawang,Jawa Barat,False,19 jam,12197157,Silahkan diorder.. Semua ready dan siap kirim Transaksi hanya via olshop bukalapak.,Juragan,Pomade day_Store,platinum,True,100,1,38,4551,normal,2,369,https://www.bukalapak.com/u/irfan_91,False,2021-12-01 17:00:00.000000,199,2021-12-31 16:59:59.000000,308,35,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/ibu7vh-jual-masker-spirulina-masker-jerawat-harga-grosiran,2021-12-27 17:35:38.413312
15,Baru,2020-11-02 13:19:00.000000,3wx1cu5,2147483647,False,1,PROMO THERASKIN FACIAL WASH ACNE SABUN KULIT BERJERAWAT,18800,False,8567268921,available,7784,170,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,202,,0,,0,56560,0,6.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/3wx1cu5-jual-promo-theraskin-facial-wash-acne-sabun-kulit-berjerawat,2021-12-27 17:35:38.413312
16,Baru,2021-11-20 00:40:17.000000,4gtctlj,2147483647,False,1,Masker spirulina masker kapsul spirulina,220,False,9806936140,available,703,50,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,2,54199,0,0.0,Bandung Barat,Jawa Barat,False,23 jam,578207615,,Good Seller,Imsel Beauty Collection,platinum,True,14,0,0,8476,normal,2,0,https://www.bukalapak.com/u/imas_sesilia_443655,False,2021-11-19 17:00:00.000000,220,2022-02-18 16:59:59.000000,1500,85,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4gtctlj-jual-masker-spirulina-masker-kapsul-spirulina,2021-12-27 17:35:38.413312
17,Baru,2021-03-31 03:04:36.000000,4ecfeh1,2147483647,False,1,Wardah Lightening Serum Ampoule 8ml - Lightening Facial Serum 5 ml,38700,False,9635996734,available,2888,30,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,199,,0,,3,53007,0,0.0,Karawang,Jawa Barat,False,1-2 hari,47396727,Selamat Belanja Di Nabil Star Shop.. Kepuasan pembeli adalah Prioritas utama Kami... Dapatkan hadiah / Bonus setiap pembelian min.150.000/inv Selama bulan Ramadhan.,Top Seller,NabiL StaR,platinum,False,100,30,0,119905,normal,2,229,https://www.bukalapak.com/u/prapto_r_to_r,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4ecfeh1-jual-wardah-lightening-serum-ampoule-8ml-lightening-facial-serum-5-ml,2021-12-27 17:35:38.413312
18,Baru,2020-11-02 13:19:00.000000,3wx1csm,2147483647,False,1,THERASKIN FACIAL WASH FOR NORMAL SABUN WAJAH KULIT NORMAL,17400,False,8567268866,available,6496,165,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,201,,0,,3,51105,0,24.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/3wx1csm-jual-theraskin-facial-wash-for-normal-sabun-wajah-kulit-normal,2021-12-27 17:35:38.413312
19,Baru,2019-05-13 03:51:50.000000,1q1il72,2147483647,False,1,HANASUI NATURGO MASKER BPOM - MASKER NATURGO HANASUI BPOM,1490,False,3761943966,available,9676,20,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.8,425,,0,,105,50319,0,131.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,82539909,"Produk Berkualitas ,Aman,BPOM, dan ORIGINAL Hanya DI HOME SHOPPING",Recommended Seller,HOME SHOPPING,platinum,True,100,0,1168,20533,normal,2,906,https://www.bukalapak.com/u/lapak_kosmetik_murah,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/1q1il72-jual-hanasui-naturgo-masker-bpom-masker-naturgo-hanasui-bpom,2021-12-27 17:35:38.413312
20,Baru,2020-11-02 13:18:57.000000,3wx1cly,2147483647,False,1,THERASKIN CREAM MALAM WHITENING VARIASI,75000,False,8567268626,available,76667,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,200,,0,,2,49682,0,0.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/3wx1cly-jual-theraskin-cream-malam-whitening-variasi,2021-12-27 17:35:38.413312
21,Baru,2021-02-11 05:18:33.000000,4b3027v,2147483647,False,1,HD - kuas masker bening 16 cm masker wajah multifungsi,930,False,9435382555,available,1306,8,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,90,,0,,6,44936,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,4600573,"Pesanan yang masuk di jam 4 akan di kirim besok 
Pesanan yg masuk di hari sabtu jam 4 dan minggu akan di kirim senin",Recommended Seller,HD Official Shop,platinum,True,100,0,231,34309,normal,2,922,https://www.bukalapak.com/u/hendy_chairin,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4b3027v-jual-hd-kuas-masker-bening-16-cm-masker-wajah-multifungsi,2021-12-27 17:35:38.413312
22,Baru,2016-11-16 19:18:06.000000,4max22,2147483647,False,10,MASKER NATURGO HANASUI BPOM / LIGHTENING PEEL OFF FACE MASK NATURGO,1575,False,236534051,available,8838,13,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.7,395,,0,,496,43410,0,150.0,Jakarta Timur,DKI Jakarta,False,1-2 hari,8693698,"NEED SHOP  adalah sebuah toko yang menjual aneka produk secara retail maupun grosir. Barang yang kami jual beraneka macam, dimana produk unggulan kami adalah kosmetik.
Jam operasional toko:
Senin - Jumat Last Order 15.00 WIB
Sabtu Last Order 14.30 WIB",Recommended Seller,need shop,platinum,True,100,0,1596,39159,normal,2,3004,https://www.bukalapak.com/u/need_shop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4max22-jual-masker-naturgo-hanasui-bpom-lightening-peel-off-face-mask-naturgo,2021-12-27 17:35:38.413312
23,Baru,2021-02-19 08:30:13.000000,4bpipd7,2147483647,False,1,Jual 20 Free 3 Masker Organik Organic Face Mask by Kostec 5gr,1200,False,9473660599,available,190158,7,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,201,,0,,6,42943,0,0.0,Ciamis,Jawa Barat,False,1-2 hari,538478301,,Juragan,Kostec,platinum,False,18,1,1,1951,normal,2,10,https://www.bukalapak.com/u/kostec,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4bpipd7-jual-jual-20-free-3-masker-organik-organic-face-mask-by-kostec-5gr,2021-12-27 17:35:38.413312
24,Baru,2020-11-02 13:19:01.000000,3wx1cws,2147483647,False,1,THERASKIN AHA TONER TONER PENCERAH WAJAH,16200,False,8567269011,available,33592,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,109,,0,,6,41181,0,30.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/3wx1cws-jual-theraskin-aha-toner-toner-pencerah-wajah,2021-12-27 17:35:38.413312
25,Baru,2021-04-06 09:17:18.000000,4eicb5v,2147483647,False,1,MASKER CHOCOMELT VIRAL 20gr MASKER DAIRY MILK by Holigrels,10000,False,9646323223,available,786,500,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,198,,0,,0,40636,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,74113314,,Good Seller,Hobimaskeran,platinum,False,14,5,6,7043,normal,2,3,https://www.bukalapak.com/u/velatershop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4eicb5v-jual-masker-chocomelt-viral-20gr-masker-dairy-milk-by-holigrels,2021-12-27 17:35:38.413312
26,Baru,2020-12-15 06:27:14.000000,43gj1c6,2147483647,False,1,THERASKIN FACIAL WASH NORMAL TERMURAH ORIGINAL,17300,False,8967767416,available,996404,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,4.9,188,,0,,0,39770,0,0.0,Tangerang,Banten,False,1-2 hari,17533991,Distributor produk-produk kecantikan.,Recommended Seller,Toko Cantik,platinum,False,100,11,6,12029,normal,2,31,https://www.bukalapak.com/u/distributorcantik,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/43gj1c6-jual-theraskin-facial-wash-normal-termurah-original,2021-12-27 17:35:38.413312
27,Baru,2020-12-11 04:23:28.000000,42tuizx,2147483647,False,1,BELI 1 GRATIS 1 Masker Wajah Organik by Namo Namo.id Face Mask,40000,False,8929397336,available,2493,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,108,,0,,0,38368,0,0.0,Jakarta Pusat,DKI Jakarta,False,1-2 hari,19453159,"Hanya menjual Barang ORIGINAL, terima kasih untuk tidak bertanya lagi ^_^",Good Seller,yellowjelly,platinum,True,100,14,35,6937,normal,2,39,https://www.bukalapak.com/u/yellowjelly,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/42tuizx-jual-beli-1-gratis-1-masker-wajah-organik-by-namo-namo-id-face-mask,2021-12-27 17:35:38.413312
28,Baru,2020-11-02 13:18:19.000000,3wx1a5r,2147483647,False,1,PD R01 - PRIMADERMA UV PROTECTION CREAM R01,25500,False,8567265446,available,1084,100,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.9,200,,0,,0,34730,0,0.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/3wx1a5r-jual-pd-r01-primaderma-uv-protection-cream-r01,2021-12-27 17:35:38.413312
29,Baru,2021-04-06 09:17:00.000000,4eicald,2147483647,False,1,MASKER BY LEA GLORIA KEMASAN BARU 20GRAM MASKER BUBUK MASKER LEA KEMASAN BAR,4000,False,9646322449,available,4291,25,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,5.0,145,,0,,6,34421,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,74113314,,Good Seller,Hobimaskeran,platinum,False,14,5,6,7043,normal,2,3,https://www.bukalapak.com/u/velatershop,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/4eicald-jual-masker-by-lea-gloria-kemasan-baru-20gram-masker-bubuk-masker-lea-kemasan-bar,2021-12-27 17:35:38.413312
30,Baru,2020-11-02 13:19:01.000000,3wx1cvy,2147483647,False,1,THERASKIN TONER NORMAL,14100,False,8567268986,available,89854,165,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita,5.0,201,,0,,1,32613,0,24.0,Solo,Jawa Tengah,False,16 jam,71310202,,Recommended Seller,bellaskinbeauty,platinum,True,100,0,69,24869,normal,2,110,https://www.bukalapak.com/u/bellaskinbeauty,False,,,,,,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/pembersih-wajah-wanita/3wx1cvy-jual-theraskin-toner-normal,2021-12-27 17:35:38.413312
31,Baru,2017-01-07 13:42:28.000000,607hse,2147483647,False,3,Bedak Dingin / Masker Saripohatji / Saripohaci Asli Ciamis / MKP00817,1750,False,314487806,available,2880,17,https://www.bukalapak.com/c/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita,4.8,486,normal,2,Merek lainnya,248,30819,0,78.0,Bandung,Jawa Barat,False,2-3 hari,337737,One Stop Shopping for Health and Beauty. Menjual ECERAN dan GROSIRAN,Good Seller,FreyeL,platinum,False,100,13,580,5112,normal,2,420,https://www.bukalapak.com/u/xielns,False,2021-12-26 17:00:00.000000,1750,2031-12-24 17:00:00.000000,1820,4,https://www.bukalapak.com/p/perawatan-kecantikan/perawatan-wajah/masker-wajah-wanita/607hse-jual-bedak-dingin-masker-saripohatji-saripohaci-asli-ciamis-mkp00817,2021-12-27 17:35:38.413312
